0_0_fanniemae_fuzzed, User: 0, Cell: C16, correct: -51786608.8, erroneous: 51786608.8, % change: -2
34_2_fanniemae_fuzzed, User: 34, Cell: G22, correct: -20015625, erroneous: 20015625, % change: -2
35_0_fanniemae_fuzzed, User: 35, Cell: G16, correct: -60834434.38, erroneous: -608334434.38, % change: -8.999837108372897803541639504
36_0_fanniemae_fuzzed, User: 36, Cell: G16, correct: -60834434.38, erroneous: 60834434.38, % change: -2
36_1_fanniemae_fuzzed, User: 36, Cell: G19, correct: -379300000, erroneous: 3793000000, % change: -11
36_2_fanniemae_fuzzed, User: 36, Cell: G22, correct: -20015625, erroneous: 20015625, % change: -2
37_0_fanniemae_fuzzed, User: 37, Cell: G12, correct: 1240524717, erroneous: 12405247717, % change: 9.000000440942443551489510547
38_0_fanniemae_fuzzed, User: 38, Cell: I13, correct: 1012006300, erroneous: 10122006300, % change: 9.001920244962901910788500032
39_0_fanniemae_fuzzed, User: 39, Cell: I19, correct: -1160500000, erroneous: -11605000000, % change: -9
40_0_fanniemae_fuzzed, User: 40, Cell: I19, correct: -1160500000, erroneous: 1160500000, % change: -2
40_1_fanniemae_fuzzed, User: 40, Cell: I21, correct: 3283450395, erroneous: 32834503985, % change: 9.000000010659518430154325508
41_0_fanniemae_fuzzed, User: 41, Cell: I14, correct: -44319159.29, erroneous: -443319159.29, % change: -9.002878357623286044061599798
42_0_fanniemae_fuzzed, User: 42, Cell: I26, correct: 1010658959, erroneous: 10110658959, % change: 9.00402645122151437832353891
43_0_fanniemae_fuzzed, User: 43, Cell: I14, correct: -44319159.29, erroneous: -4419159.29, % change: -0.9002878357623286044061599798
44_0_fanniemae_fuzzed, User: 44, Cell: I14, correct: -44319159.29, erroneous: 44319159.29, % change: -2
44_1_fanniemae_fuzzed, User: 44, Cell: I16, correct: -162861893.6, erroneous: 162861896.6, % change: -2.0000000184205152825264706366
44_2_fanniemae_fuzzed, User: 44, Cell: I19, correct: -1160500000, erroneous: 1160500000, % change: -2
44_3_fanniemae_fuzzed, User: 44, Cell: I22, correct: -85592745, erroneous: 85592745, % change: -2
45_0_fanniemae_fuzzed, User: 45, Cell: I14, correct: -44319159.29, erroneous: 44319159.29, % change: -2
45_1_fanniemae_fuzzed, User: 45, Cell: I16, correct: -162861893.6, erroneous: 162861893.6, % change: -2
45_2_fanniemae_fuzzed, User: 45, Cell: I19, correct: -1160500000, erroneous: 1160500000, % change: -2
45_3_fanniemae_fuzzed, User: 45, Cell: I22, correct: -85592745, erroneous: 85592745, % change: -2
46_0_fanniemae_fuzzed, User: 46, Cell: J16, correct: -193292161.3, erroneous: 193292161.3, % change: -2
46_1_fanniemae_fuzzed, User: 46, Cell: J19, correct: -1105900000, erroneous: 1105900000, % change: -2
46_2_fanniemae_fuzzed, User: 46, Cell: J22, correct: -57815625, erroneous: 57815625, % change: -2
47_0_fanniemae_fuzzed, User: 47, Cell: J16, correct: -193292161.3, erroneous: 193292161.3, % change: -2
47_1_fanniemae_fuzzed, User: 47, Cell: J19, correct: -1105900000, erroneous: 1105900000, % change: -2
47_2_fanniemae_fuzzed, User: 47, Cell: J21, correct: 2873504781, erroneous: 283504781, % change: 0.9013383298073586883654466417
47_3_fanniemae_fuzzed, User: 47, Cell: J22, correct: -57815625, erroneous: 57815625, % change: -2
48_0_fanniemae_fuzzed, User: 48, Cell: J12, correct: 3588029419, erroneous: 35880294, % change: 0.9900000000529538579014644361
49_0_fanniemae_fuzzed, User: 49, Cell: J13, correct: 956934340.6, erroneous: 9569343401.6, % change: 8.999999995401983382432288897
50_0_fanniemae_fuzzed, User: 50, Cell: J14, correct: 146268235.1, erroneous: 146269235.1, % change: 0.0000068367544006825853879466
51_0_fanniemae_fuzzed, User: 51, Cell: J14, correct: 146268235.1, erroneous: 46268235.1, % change: 0.6836754400682585387946613707
51_1_fanniemae_fuzzed, User: 51, Cell: J16, correct: -193292161.3, erroneous: 193292161.3, % change: -2
51_2_fanniemae_fuzzed, User: 51, Cell: J19, correct: -1105900000, erroneous: 1105900000, % change: -2
51_3_fanniemae_fuzzed, User: 51, Cell: J22, correct: -57815625, erroneous: 57815625, % change: -2
52_0_fanniemae_fuzzed, User: 52, Cell: J16, correct: -193292161.3, erroneous: 193292161.3, % change: -2
52_1_fanniemae_fuzzed, User: 52, Cell: J19, correct: -1105900000, erroneous: 1105900000, % change: -2
52_2_fanniemae_fuzzed, User: 52, Cell: J22, correct: -57815625, erroneous: 57815625, % change: -2
